"year","school","theme","lyrics","score"
2009,"Portela","E por falar em amor, onde anda você?","Brilha Portela! Das trevas renasce o amor
Doze cavaleiros se uniram
Um rei a lealdade conquistou
Lendas de um povo europeu
Feitiços, mistérios, magia
A lua vem beijar o astro rei
A noite se encontra com o dia
Lágrimas nos olhos do imperador
Na índia, o palácio da saudade
Mãe África negra! O amor cruza o mar! 
Liberdade!
 
Meu coração guerreiro
É raça, é filho desse chão
Meu canto tem raiz, é brasileiro
É natureza e miscigenação
 
Cenas de cinema, lindos temas de amor
A união da família, momentos que o vento levou
O homem tem que usar a consciência,
As maravilhas da ciência
Para viver em harmonia
Vem recordar... ranchos, blocos e cordões
Os mascarados no nos salões
As fantasias no Municipal
Embarque nesse bonde, é Carnaval!
São vinte e uma estrelas que brilham no meu olhar
Se eu for falar da Portela não vou terminar
Lá vem minha águia no céu da paixão!
O azul que faz pulsar meu coração!
 
Oh! Majestade do Samba
Meu orgulho maior é tua bandeira!
Chegou minha Portela! Meu eterno amor!
A luz de Oswaldo Cruz e Madureira","highest"
2009,"Unidos de Vila Isabel","Neste palco da folia, é minha Vila que anuncia: Theatro Municipal - A centenária maravilha","Imortal! Como o povo que me conquistou 
E a aura do Municipal 
Hei de emanar a luz 
No palco do meu Carnaval 
E caminhar, sob o brilho e o ar de Paris 
Um Boulevard Passos para um novo País 
Nas rimas da minha poesia 
O meu Rio de Janeiro 
Derrubava o passado e erguia 
O cenário pra encantar o mundo inteiro 
 
Vi Lá... No Theatro, a cortina se abrir 
Com Aída, a platéia vibrar 
E a cidade toda aplaudir
 
Sopram notas musicais 
No solo a voz de um tenor 
Encontra o som dos violinos 
Em sinfonia é linda cena de amor 
Girar... no sonho de uma bailarina 
Desliza a divina missão de encenar 
O pranto e o riso, paixões mascaradas 
Até o astro-rei brilhar no céu 
Aos mestres da folia, um baile de gala 
Com a orquestra lá do Bairro de Noel 
 
Segura a Vila que eu quero ver 
Vem brindar e saciar a sede
No alto da sede, coroa hoje brilha 
A Centenária Maravilha","lowest"
2009,"Acadêmicos do Grande Rio","Voilá, Caxias! Para sempre liberte, egalité, fraternité. Merci beaucoup, Brésil! Não tem de quê!","O rei sol bordado em ouro e a corte... A brilhar
Champagne, um baile pra comemorar
Mistérios da Terra Brasilis vão se revelar
Navegando não imaginava encontrar
Ver tanta beleza seduzindo o meu olhar
Um grito tupinambá tocou meu coração
E  foi saindo ""a francesa"" Villegagnon
Assim nascia São Sebastião
 
A força de um povo que revoltado... Se uniu
Cruzou fronteiras ""movimentando"" meu Brasil
Vem o anseio de alcançar liberdade
Meu lema é egalité, fraternidade
 
Eu vi nascer
Um novo dia florescer
Sonhei com as cores de Debret
Emoldurando o amanhecer
Me encantava!
Quando eu sentia seu perfume pelo ar
A Ouvidor era Paris a desfilar
O grande cabaré, na Cidade Luz
Sonho ou ilusão que me conduz
De um ""passo"", fiz um traço no compasso da paixão
É o vôo da evolução
Flores pra nação que sempre estendeu a mão
É festa, carnaval é união. 
 
Minha alma é tricolor!
O meu orgulho é minha bandeira. Oui. Voilá!
A Grande Rio balança
Le mon amour é a França
Vem brindar!","highest"
2009,"Estação Primeira de Mangueira","A Mangueira traz os brasis do Brasil mostrando a formação do povo brasileiro","Deus me fez assim, filho desse chão
Sou povo, sou raça... Miscigenação
Mangueira viaja nos Brasis dessa nação
O branco aqui chegou
No paraíso se encantou
Ao ver tanta beleza no lugar
Quanta riqueza pra explorar
Índio valente guerreiro 
Não se deixou escravizar, lutou...
Em um laço de união surgiu
O negro, mesmo entregue a própria sorte
Trabalhou com braço forte
Na construção do meu Brasil
 
É sangue, é suor, Religião
Mistura de raças num só coração
Um elo de amor à minha bandeira
Canta a Estação Primeira
 
Cada lágrima que já rolou
Fertilizou a esperança
Da nossa gente valeu a pena
De Norte a Sul desse país
Tantos Brasis, sagrado celeiro
Crioulo, caboclo, retrato mestiço
De fato, sou brasileiro
Sertanejo, caipira, matuto... Sonhador
Abraço o meu irmão
Pra reviver a nossa história
Deixar guardado na memória... O seu valor
 
Sou a cara do povo, Mangueira
Eterna paixão
A voz do samba é verde-e-rosa
E nem cabe explicação","highest"
2009,"Imperatriz Leopoldinense","Imperatriz... só quer mostrar que faz samba também!","Vem curtir bom samba, pode chegar
Tem batuque de tan tan
Um cavaquinho a chorar
Quem é do bairro nasceu com o dom de versar...
Ramos! Numa fazenda foi que tudo começou
E sobre trilhos o destino aqui parou
Fez o progresso então chegar
Ruas, casarões, mariangú banhos de mar
Nos carnavais ranchos e blocos vão mostrar
Que em nossas veias correm notas musicais
Trazendo paz e harmonia, paixão e razão de viver
Maestro e menestréis vem conhecer
 
Vão se encontrar
Vila-Lobos, Pixinguinha e outros bambas
A semente germinou
Do recreio então brotou
Nossa escola de samba
 
Vai virar cenário de novela
Vem comigo reviver, fala Martin Cererê...
O grito de campeão vem
Arlindo, o que é que a Bahia tem
Com Lamartine és a mais bela
Liberdade, liberdade na Passarela
E pra cantar o nosso orgulho a nossa emoção
Mais cinco vezes o é campeão
Na Leopoldina ecoou
Imperatriz, traz o Fundo de Quintal
Com o Cacique eu vou, eu vou
Cinquenta anos de carnaval
 
A festa vai começar, eu vou mostrar
Que faço samba também, vem ver meu bem
Se você fala de mim, não sabe o que diz
Muito prazer! Eu sou a Imperatriz!","lowest"
2009,"Unidos do Viradouro","Vira-Bahia, pura energia","Quando Orum se encontra com ayê
Oh! Mãe pátria! Salve a sabedoria
Eu quero caminhar com a natureza
Me ensina a desvendar toda essa riqueza
Recebo do seu chão a energia
E bate bem forte o tambor
Nas ruas de São Salvador
Conduz os meus passos, Senhor do Bonfim
Olorum mandou cuidar do seu jardim
E disse mais vai buscar na mata
No biocombustível a nossa proteção
Filha do sertão no tabuleiro
Dendê, meu dengo, óleo de cheiro
Um dia oxalá iluminou
Tocou no coração da nossa gente
O acordo do bem se faz oração
O mar não pode invadir o meu sertão
Sopra um vento dos canaviais
Brota a doce esperança de paz 
Na força do trabalho dessa gente
Do bagaço nasce um tesouro
O lixo se veste de luxo, reluz em ouro
A água deixa o céu e se abraça com o chão
Renova a energia sob as bençãos de um trovão
Vermelho e branco que paixão
A Viradouro pede axé
Caô, Xangô, Iansã, Yalodé
Vira-Bahia, pura energia
Explode num canto de fé","lowest"
2009,"Unidos da Tijuca","Tijuca 2009: uma odisséia sobre o espaço","Dourado é o sol a clarear
No azul do céu, estende o véu, isso é Tijuca
Chegou, na cauda do cometa, o pavão
E a minha estrela foi buscar na imensidão
Cruzou o céu no limiar do infinito
O meu Borel visto de cima é mais bonito
eu vou alçar ao espaço
Cavaleiro alado a desvendar
Além das estrelas o monte de Zeus
Horizonte de meu deus, Oxalá
Vai Tijuca, me faz delirar
A essência vem de lá
Da ciência à navegação
Luar que embala meus sonhos
Luar de qualquer estação
Eu vi brilhar, em seu olhar, a devoção
A lenda do guerreiro e o dragão
O despertar da fantasia
Vi também, a criança em seu carrossel
De heróis das estrelas, um céu
De mistérios e magia
Na tela, tantas jornadas pelos astros
Quem dera poder viver em pleno espaço
Vejo em minha lente a imagem sideral
Viagem do meu carnaval
A nave vai pousar
E conquistar seu coração
O dia vai chegar
Quando brilhar nossa constelação","lowest"
2009,"Unidos do Porto da Pedra","Não me proíbam criar. Pois preciso curiar! Sou o país do futuro e tenho muito a inventar!","A luz da imaginação
Acende o coração e o leva a curiar
Buscar o novo é conceber
O tempo do saber, desejo de criar...
É sempre assim, o proibido traz sedução
Do início ao fim, do paraíso a tentação
Meu Tigre mostra as garras nesse jogo
E vê no fogo a chama da evolução
Pandora a esperança e o amor ôôôô
Alquimia do meu ser
Na imagem do meu criador
Um grande painel é arte
Eu traço a pincel meu estandarte
E lá do céu vem o cinzel da perfeição
Renascimento da inspiração
Como será o amanhã
Que Deus me permita ser só alegria
Aos cavalheiros da destruição
Venha a paz e a razão
Redenção na folia
O homem sonhou e um dia voou
Do gênio indomável uma nova invenção
Criança um Brasil de esperança
O mundo precisa desta salvação
Sou Porto da Pedra e não vou me calar
Eu sou curioso e quero saber
Se é bom para o mundo, se vai melhorar
É proibido por quê?","lowest"
2009,"Mocidade Independente de Padre Miguel","Mocidade apresenta: Clube Literário Machado de Assis e Guimarães Rosa, estrelas em poesia","Reluzente, estrela de um encontro divinal
Risca o céu em poesias
Traz a magia pra reger meu carnaval
Despertam das páginas do tempo
Romances, personagens, sentimentos...
Machado de Assis que fez da vida sua inspiração
Um literário iluminado
As obras, um destino a superação
Nos olhos da arte, reflete o legado
O gênio imortal, do bruxo amado
Que deu ao jornal, um tom verdadeiro
Apaixonado pelo Rio de Janeiro
 
A canção do meu sarau, te faz sonhar
A emoção vai levar
A estrela adormece, na paz do amor
Abençoado um novo sol brilhou
 
O vento traz Rosa de Minas
Rosas do mundo pra te encantar
Palavras que tocam a alma
Fascinam e tem poder de curar
Pelas veredas do sertão, a fé, o povo em oração
Pedindo a santa em romaria, pra chover em nosso chão
Mistérios na vida desse escritor
Revelam histórias de um sonhador
Brasil de tantas artes, nas letras sedução
Herança em cada coração
 
Mocidade, a sua estrela sempre vai brilhar
Um show de poesia, em nossa academia
Saudade em verso e prosa vai ficar","lowest"
2009,"Império Serrano","A lenda das sereias e os mistérios do mar","O mar, misterioso mar
Que vem do horizonte
É o berço das sereias
Lendário e fascinante
Olha o canto da sereia
Ialaô, Okê, laloá
Em noite de lua cheia
Ouço a sereia cantar
E o luar sorrindo
Então se encanta
Com a doce melodia
Os madrigais vão despertar
Ela mora no mar)
Ela brinca na areia)
No balanço das ondas)  BIS
A paz ela semeia)
Toda a corte engalanada
Transformando o mar em flor
Vê o Império enamorado
Chegar à morada do amor
Oguntê, Marabô)
Caiala e Sobá)
Oloxum, Inaê)  BIS
Janaína, Iemanjá)","highest"
2010,"Unidos da Tijuca","É segredo!","Desvendar esse mistério
É caso sério, quem se arrisca a procurar
O desconhecido, no tempo perdido
Aquele pergaminho milenar
São cinzas na poeira da memória
E brincam com a imaginação
Unidos da Tijuca, não é segredo eu amar você
Decifrar, isso eu não sei dizer
São coisas do meu coração
Eu quero ver esse lugar
Que o próprio tempo acabou de esquecer
Meu deus, por onde vou procurar
Será que alguém pode me responder
Quem some na multidão
Esconde a sua verdade
Imaginação, o herói jamais revela a identidade
Será o mascarado
Nesse bailado um folião?
A senha, o segredo da vida
A chave perdida é o “x” da questão
Cuidado, o que se vê pode não ser... Será?
Ao entender é melhor revelar
No sonho do meu carnaval
Pare pra pensar, vai se transformar
Ou esconder até o final?
É segredo, não conto a ninguém
Sou Tijuca, vou além
O seu olhar, vou iludir
A tentação é descobrir","highest"
2010,"Acadêmicos do Grande Rio","Das arquibancadas ao camarote nº 1, um ""Grande Rio"" de emoção, na apoteose do seu coração","Amor, é hora... não demora!
A minha alegria vai contagiar
Ô yáiá é o samba quem manda na minha cidade
No meu coração de folião
Tem o esplendor de um barracão
Onde um sonho vira realidade
Num simples toque das mãos
Depois com muito amor e magia
Minha fantasia pra lá de suada
Lágrimas sorrisos fazem parte desse visual
De um paraíso de beleza sem igual
 
Meu coração vai a mil
Quando a sirene tocar
A Passarela tremer, o homem pode voar
De ratos e urubus veio a transformação
Quero mais que nota trinta, pro talento do João
 
No Ita salgueirando lá vou eu
Ouvindo a sereia a cantar
Festa da raça, kizomba, liberdade no ar
Daqui pra lá de lá pra cá de Braguinha
Fez o mundo inteiro delirar
No templo dos bambas
Guerreiros do samba a arte se consolidou
Saudade da linda voz que se calou... eu sou cantor... eu sou cantor...
No seu protesto nunca fui um puxador
Será que no terceiro milênio haverá
Festa cigana na Avenida
O amanhã como será... DNA princípio da vida
E Um Sambista com sorriso divinal
Na apoteose do planeta carnaval!!!
 
Grande Rio eu sou Guerreiro
Sou Brasileiro e faço o Meu Ziriguidum
Vibra arquibancada explode
O Camarote nº 1","lowest"
2010,"Beija-Flor de Nilópolis","Brilhante ao sol do novo mundo, Brasília: do sonho à realidade, a capital da esperança","Dádivas o Criador concedeu
Fez brotar num sonho divinal o mais precioso cristal 
Lágrimas, fascinante foi a ira de Tupã 
Diz a lenda que o mito Goyás nasceu 
O brilho em Jaci vem do olhar 
Pra sempre refletido em suas águas 
A força que fluiu desse amor é Paranoá...  Paranoá 
Óh! Deus sol em sua devoção 
Ergueu-se no Egito fonte de inspiração 
Pássaro sagrado voa no infinito azul
Abre as asas bordando o cerrado de norte a sul
 
Ah! Terra tão rica é o sertão 
Rasga o coração da mata desbravador! 
Finca a bandeira nesse chão 
Pra desabrochar a linda flor
 
No coração do Brasil, o afã de quem viu um novo amanhã 
Revolta , insurreições, coroas e brasões 
Batismo num clamor de liberdade! 
Segue a missão a caravana em jornada 
Enfim a natureza em sua essência revelada 
Firmando o desejo de realizar 
A flor desabrochou nas mãos de JK
A miscigenação se fez raiz 
Com sangue e o suor deste país 
Vem ver... A arte do mestre num traço um poema 
Nossa capital vem ver... 
Legião de artistas, caldeirão cultural! 
Orgulho, patrimônio mundial 
 
Sou candango, calango e Beija-Flor! 
Traçando o destino ainda criança 
A luz da alvorada anuncia! 
Brasília capital da esperança","highest"
2010,"Unidos de Vila Isabel","Noël: a presença do ""Poeta da Vila""","Se um dia na orgia me chamassem
Com saudades perguntassem
Por onde anda Noel 
Com toda minha fé responderia
Vaga na noite e no dia
Vive na terra e no céu
Seus sambas muito curti
Com a cabeça ao léu
Sua presença senti
No ar de Vila Isabel              
Com o sedutor não bebi
Nem fui com ele a bordel
Mas sei que está presente 
Com a gente neste laurel 
 
Veio ao planeta com os auspícios de um cometa
Naquele ano da Revolta da Chibata
A sua vida foi de notas musicais
Seus lindos sambas animavam carnavais
Brincava em blocos com boêmios e mulatas 
Subia morros sem preconceitos sociais
 
 
Foi um grande chororô 
Quando o gênio descansou
Todo o samba lamentou
Ô ô ô 
Que enorme dissabor
Foi-se o nosso professor
A Lindaura soluçou
E a Dama do Cabaré não dançou
Fez a passagem pro espaço sideral
Mas está vivo neste nosso carnaval   
Também presentes Cartola
Araci e os Tangarás
Lamartine, Ismael e outros mais
E a fantasia que se usa
Pra sambar com o menestrel
 
Tem a energia da nossa Vila Isabel","highest"
2010,"Acadêmicos do Salgueiro","Histórias sem fim","Sonhei... no infinito das histórias
Iluminando a memória, me encantei
Brilhou... realidade e fantasia
Como nunca imaginei
Na arte do saber um novo amanhecer
Divina criação, primeira impressão
O livro sagrado da vida
Virtude pra eternidade
A leitura estimulando
A mente da humanidade
 
Eu viajei nessa magia
De alma e coração
Na fonte da sabedoria
Busquei a minha inspiração
 
Páginas descrevendo pensamentos
Clássicos, ideais e sentimentos
Romances... Aventuras
Quanta riqueza na nossa literatura
O faz-de-conta inocente da criança
Ficou guardado na lembrança
Mistérios... suspense... emoção
É o hábito de ler, folheando com prazer 
Muita além de uma visão
Mensagens de esperança
Clareando a imaginação
 
Uma histórias de amor
Sem ponto final
""Academia do samba"" é Salgueiro
No ""livro do meu carnaval""","lowest"
2010,"Estação Primeira de Mangueira","Mangueira é música do Brasil","Vai passar 
Nessa avenida mais um samba popular
Mangueira até parece um céu no chão
É música vestida de emoção
Com notas e acordes refletiu
Em suas cores o orgulho do Brasil
Nas ondas do rádio, de norte a sul viajei
No sonho dourado embarquei...
Parece magia!
Vai, minha inspiração
Num doce balanço a caminho do mar
Vem me trazer a canção
Pro mundo se encantar
 
Tantas emoções na Verde-e-Rosa
Brilham as estrelas imortais
Bate outra vez uma saudade
Lembro dos antigos festivais
 
Um verso me levou
Do rock à Jovem Guarda
Fui caminhando e cantando ao luar
Com a Tropicália no olhar
Atrás do trio eu quero ver
O baile começar e a noite adormecer
O sol nascerá, as cortinas irão se fechar
Folhas secas virão e o show vai continuar
 
Meu coração é verde e rosa
Descendo o morro, eu vou
A música, alegria do povo
Chegou, a Mangueira chegou","highest"
2010,"Mocidade Independente de Padre Miguel","Do paraíso de Deus ao paraíso da loucura, cada um sabe o que procura","Eu voltei ao Éden
Paraíso de verdade
Serpente chega pra lá
Hoje eu quero é sambar com a Mocidade
O mal que você me causou
Pra que me infernizar
Chega de guerra e miséria
Sem trégua, nem légua
É a idade média a se transformar
 
Entre lendas e mistérios,
Preste João me inspirou a navegar
O bandeirante cobiçou
E o índio revelou o Eldorado de além-mar
 
Tudo o que eu puder sonhar
Vou realizar agora e sempre
E se tentar me taxar
Mando depositar em outro continente
Do Éden ao paraíso da loucura
Ninguém sabe quanto é o que se procura
Hoje o povo quer felicidade
No paraíso da igualdade e liberdade
Estrela faz o meu sonho mais real
Sacode a Sapucaí
É carnaval
 
Meu coração vai disparar, sair pela boca
Não dá pra segurar, paixão muito louca
Luz independente me leva pro céu
Sou Mocidade, sou Padre Miguel","lowest"
2010,"Imperatriz Leopoldinense","Brasil de todos os deuses","Terra abençoada!
Morada divinal
Brilha a coroa sagrada
Reina Tupã, no carnaval...
Viu nascer a devoção em cada amanhecer
Viu brilhar a imensidão de cada olhar
Num país da cor da miscigenação
De tanto deus, tanta religião
Pro povo, feliz, cultuar 
 
O índio dançou, em adoração
O branco rezou na cruz do cristão
O negro louvou os seus orixás
A luz de deus é a chama da paz
 
E sob as bênçãos do céu
E o véu do luar
Navegaram imigrantes
De tão distante, pra semear
Traços de tradições, laços das religiões
Oh, deus pai! Iluminai o novo dia
Guiai ao divino destino
Seus peregrinos em harmonia
A fé enche a vida de esperança
Na infinita aliança
Traz confiança ao caminhar
E a gente romeira, valente e festeira
Segue a acreditar...
 
A Imperatriz é um mar de fiéis
No altar do samba, em oração
É o Brasil de todos os deuses!
De paz, amor e união...","highest"
2010,"Portela","Derrubando fronteiras, conquistando a liberdade... Rio de paz, em estado de graça!","Portela segue os passos da evolução... Liberdade!
Num clique derruba barreiras 
Deleta fronteiras da realidade 
Desperta o bem social 
Acessa o amor digital 
Faz da criança inspiração 
Pro futuro da nação 
Na rede nossas vidas vão se transformar 
Do ventre mais um ser nascerá 
O Dia de Graça que o mestre cantou 
Já raiou!
 
O meu pavilhão é minha paixão! 
A luz da ciência é ela... 
É samba, é jaqueira que não vai tombar
Sou Portela!
 
Mãos unidas pela inclusão 
Povos, raças, em comunhão 
Vai meu verso ao mundo ensinar 
É preciso navegar! 
Brilhou no céu mais um sinal 
Cruzando o espaço sideral 
Portela... Portal cultural de um país 
Um link com a nossa raiz 
Rainha da Passarela 
Revela um Rio de paz pra viver 
A senha de um amanhecer 
Mais feliz
 
Minha águia guerreira 
Vai voar... Viajar! 
Pousar no sonho e ganhar o carnaval 
E conquistar o mundo virtual!","lowest"
2010,"Unidos do Porto da Pedra","Com que roupa... eu vou? Pro samba que você me convidou","Sonhar o figurino do artista
Acreditar nesta conquista, pra vaidade cultivar
Há muito tempo o homem deu no couro,
Encontrou esse tesouro,
De roupa resolveu chamar.
Mas eis que o objeto do desejo
Na magia do lampejo, se aproximou de deus
O tempo é uma roda que não para,
Quando a razão se fez mais clara,
A humanidade renasceu
Eu sei que a arte caminhou
Modéstia à parte encontrou
Na moda a luz da emoção,
Em cada estilo uma expressão
Sou o cortesão da minha arte,
Eu sou rococó dessa folia
Ao vestir simplicidade,
O novo mundo inicia
Mudar o visual em cada estação
Modelo, sonho, nova coleção
Ao desfilar o carnaval
Na passarela a brasilidade
Beleza é fundamental, perdoe a sinceridade
Porto da Pedra eu sou
Eu sou o amor desta cidade!
Pro samba que você me convidou
Eu vou vestir felicidade","lowest"
2010,"União da Ilha do Governador","Dom Quixote de La Mancha, o cavaleiro dos sonhos impossíveis","Voltou a Ilha
Delira o povo de alegria
Nessa folia sou fidalgo, sou leitor
Cavaleiro sonhador
Num mundo é de magia
Vou cavalgar no Rocinante
Meu escudeiro é Sancho Pança
Se Dulcinéia é meu amor
Quem eu sou?
Sou Dom Quixote de la Mancha
O gigante moinho me viu deu no pé
O povo grita olé
Nesse feitiço tem castanhola
A bateria hoje deita e rola 
Vesti a fantasia, fui à luta
Venci manadas, rebanhos
Fiz de uma bacia, meu elmo de glórias
Meus livros se perderam pela história
Enfim, fui vencido pelo Branca Lua
Voltei, pra casa esquecendo as aventuras
No tempo ficou, os meus ideais
Quimeras são imortais
A Ilha vem cantar
Mais um sonho impossível... sonhar
Quem é que não tem, uma louca ilusão
E um Quixote no seu coração","highest"
2010,"Unidos do Viradouro","México, o paraíso das cores, sob o signo do Sol","Brilhou o quinto sol, o povo se manifesta
Sopra um “vento mestiço”, uma avenida em festa
Traz o gênio que ilumina a canção
As cores que dão forma à “criação”
Chegou o áureo tempo de reviver
A história, o alvorecer, de uma nação guerreira
Os templos sagrados vão resplandecer
Palácios bordados irão renascer
Obras de uma “vida inteira”
Um dia sangra o chão, desejo do invasor
Sofri na traição do opressor
Chegam piratas, jóias se vão
Olhos “vidrados” em busca do ouro
Pro fundo do mar vai a ambição
Ninguém vai levar o meu tesouro
Meu sangue eu entrego à terra, à liberdade
“O grito”, vai raiar o sonho de felicidade!
A fé que desata os nós une a gente de novo
Caudilhos guerreiros se abraçam ao povo
Ouve-se a voz da revolução
São dias pra guardar no coração
Eu vi a força da arte popular
E com meus versos “colori” o azul do mar
Ao sabor do tempero, receitas pra dar e vender
Vi a cidade maior se render à magia de uma paixão
A dor da saudade vou festejar, é tradição 
Hoje eu peço a sua benção, senhora do meu coração!
Arriba Viradouro!
Uma tequila pra comemorar
Um lenço vermelho, sombrero na mão
O México em cores vou cantar!","lowest"
2011,"Beija-Flor de Nilópolis","A simplicidade de um rei","A saudade
Vem pra reviver o tempo que passou
Ah! Essa lembrança que ficou
Momentos que não esqueci
Eu cheio de fantasias na luz do Rei menino
Lá no seu Cachoeiro
E lá vou eu... De calhambeque a onda me levar
Na jovem guarda o rock a embalar... Vivendo a paixão
Amigos de fé guardei no coração
 
Quando o amor invade a alma... É magia
É inspiração pra nossa canção... Poesia
O beijo na flor é só pra dizer
Como é grande o meu amor por você!
 
Nas curvas dessa estrada a vida em canções
Chora viola! Nas veredas dos sertões
Lindo é ver a natureza
Por sua beleza clamou em seus versos
No mar navegam emoções
Sonhar faz bem aos corações
Na fé com o meu Rei seguindo
Outra vez estou aqui vivendo esse momento lindo
De todas as Marias vêm as bênçãos lá do céu
Do samba faço oração, poema, emoção!
 
Meu Beija-Flor chegou a hora
De botar pra fora a felicidade
Da alegria de falar do Rei
E mostrar pro mundo essa simplicidade","highest"
2011,"Unidos da Tijuca","Esta noite levarei sua alma","Tá com medo de quê? 
O filme já vai começar 
Você foi convidado 
Caronte no barco não pode esperar 
Apague a luz, a guerra começou 
Sob o capuz, delira o diretor 
No filme que passa piada em cartaz 
Pavor me abraça, isso não se faz 
No espaço se vai, é a força que vem 
Meu medo não teme ninguém
É o boom! Quem não viu? A casa caiu 
Com a bomba na mão o vilão explodiu 
O plano de fuga é jogo de cena 
Um “deus nos acuda""... Agita o cinema
Ele volta revolta, mistério no ar 
Dos milharais uma estranha visão 
Mais uma vez olha a encenação 
Morrer de amar faz o povo gargalhar 
Pare! Eu pego vocês, grita o mal condutor 
Mas deu tudo errado, não há outro lado 
Esse povo me enganou 
Eu sou brasileiro, amor tijucano 
Roteiro sem ponto final 
Coitado o barqueiro entrou pelo cano 
E brinca no meu carnaval
Eu sou Tijuca, estou em cartaz 
Sucesso na tela meu povo é quem faz 
Sou do Borel da gente guerreira 
A pura cadência levanta poeira","highest"
2011,"Estação Primeira de Mangueira","O filho fiel, sempre Mangueira","Quis o criador me abençoar
Fazer de mim um menestrel
Traço o meu passo no compasso
Dos surdos de primeira...
 
Trilhei ruas e vielas
Morro de alegria, emoção!
Procurando harmonia, encontrei a poesia
E me entreguei à boêmia
No Buraco Quente, Olaria e Chalé
Com meus parceiros de fé
 
Trago violão
No Zicartola, Opinião...
Se te encantei com meu talentos
Acabo te vendendo uma canção
 
Passei... aquela dor venceu espinhos
Amor perfeito em nosso ninho
Que foi desfeito ao luar
Prazer... “me chamam” Nelson Cavaquinho
Tatuei em meu caminho
Seletas obras musicais
 
Sonhei que folhas secas cobriam meu chão
Pra delírio dessa multidão
Impossível não emocionar
Chorei... Ao voltar para minha raiz
Ao teu lado eu sou mais feliz
Pra sempre vou te amar
 
Mangueira é nação, é comunidade
Minha festa, teu samba, ninguém vai calar
Sou teu filho fiel, Estação Primeira
Por tua bandeira vou sempre lutar","highest"
2011,"Unidos de Vila Isabel","Mitos e histórias entrelaçadas pelos fios de cabelo","Respeite a coroa em meu pavilhão
A desfilar na avenida
Carrega os fios de Isabel, da liberdade
É minha vida, é a Vila!
O brilho, a raiz, a sedução
O universo em sua formação
Nas longas madeixas de Shiva
Dos ritos aos astros
Os mitos que enlaçam
Antigas tradições
Festejando novas gerações
 
Sansão, forte, se apaixonou
O corte enfim revelou Dalila
Trança a paixão, o nobre fiel
Às lágrimas viu Rapunzel mais linda
 
A força e o amor cobriram o corpo
Vencendo as rédeas da exploração
Perucas no Egito, poder divinal
No luxo da França, adornam o rei sol
Aqui, entrelaçado em ouro
Vi florir a alforria, sonhos colorir
Em tantas formas buscar perfeição
Para os poetas a inspiração, afinal...
Charme e tom sensual
Moldaram a beleza do meu carnaval
 
Modéstia à parte, amigo, sou da Vila
Quem é bamba nem sequer vacila
Envolvido entre cabelos, me sinto arrepiar
Feitiço refletindo no olhar","highest"
2011,"Acadêmicos do Salgueiro","Salgueiro apresenta: o Rio no cinema","Salgueiro
Apresenta o Rio no cinema
Já não há mais lugar pra nos ver na passarela
Cada um é um astro que entra em cena
No maior espetáculo da tela
A Cinelândia reencontrar
A luz se apaga acende a vida
Projeta sonhos na avenida
A “Terra em transe” mostrou visão singular
E o tesouro de Atlântida
Foi abraçado pelo mar
 
Onde está? Diz aí 
Carlota Joaquina veio descobrir
Na busca o Bonde da Lapa Madame Satã
Pequena Notável requebra até de manhã
 
Em um simples instante
Orfeu vence as dores em som dissonante
E as cordas do seu violão
Silenciam para o amanhecer
Brilha o sol de um dia de verão
Salta aos olhos outra dimensão
Revoada risca o céu e faz
Amigos alados canto de paz
Maneiro deu a louca em Copacabana
Vi beijo do homem na mulher aranha
E o “King Kong” no relógio da Central
Meu Salgueiro o “Oscar” sempre é da Academia
Toca o “bip bop” Furiosa Bateria
Aqui tudo acaba em carnaval
 
O cenário é perfeito
De braços abertos sobre a Guanabara
O filme mostrou maravilhosa chanchada
Sob a direção do Redentor","highest"
2011,"Imperatriz Leopoldinense","Imperatriz adverte: sambar faz bem à saúde!","Um ritual de magia...
Oh! Mãe Africa,
Do teu ventre nascia o poder de curar!
Despertam as antigas civilizações,
A cura pela fé nas orações!
Mistérios da vida, o homem a desvendar...
A mão da ciência ensina:
O mundo não pode parar!
 
Uma viagem no tempo... a me levar!
O valor do pensamento a me guiar!
O toque do artista no Renascimento,
Surge um novo jeito de pensar!
 
Luz - Semeando a ciência,
A razão na essência, o dever de cuidar!
Luz - À medida que avança,
Uma nova esperança que nos leva a sonhar!
Segredo - A ""Chave da Vida"",
Perfeição esculpida, iludindo o olhar...
Onde a medicina vai chegar?
No Carnaval, uma injeção de alegria,
Dividida em doses de amor, 
É a minha Escola a me chamar, Doutor!
Posso ouvir no som da bateria,
O remédio pra curar a minha dor!
 
Eu quero é Sambar!
A cura do corpo e da alma no Samba está!
Sou Imperatriz, sou raiz e não posso negar:
Se alguém me decifrar
É verde e branco meu DNA!","lowest"
